Line,bus0,bus1
8330,"(79.0983959, 26.8185414)","(79.094138, 26.8191615)"
8331,"(79.094138, 26.8191615)","(79.0899367, 26.8207542)"
8332,"(79.0899367, 26.8207542)","(79.0857778, 26.8223266)"
8333,"(79.0857778, 26.8223266)","(79.0816356, 26.8238984)"
8334,"(79.0816356, 26.8238984)","(79.0773901, 26.8255094)"
8335,"(79.0773901, 26.8255094)","(79.0733057, 26.8270485)"
8336,"(79.0733057, 26.8270485)","(79.0712326, 26.8278424)"
8337,"(79.0712326, 26.8278424)","(79.0678581, 26.8292293)"
8338,"(79.0678581, 26.8292293)","(79.0644083, 26.8305859)"
8339,"(79.0644083, 26.8305859)","(79.0611123, 26.831938)"
8340,"(79.0611123, 26.831938)","(79.0572976, 26.833457)"
8341,"(79.0572976, 26.833457)","(79.0534759, 26.8349482)"
8342,"(79.0534759, 26.8349482)","(79.049681, 26.8364336)"
8343,"(79.049681, 26.8364336)","(79.0469786, 26.8377396)"
8344,"(79.0469786, 26.8377396)","(79.0433508, 26.8394721)"
8345,"(79.0433508, 26.8394721)","(79.0399415, 26.841087)"
8346,"(79.0399415, 26.841087)","(79.0381284, 26.8405701)"
8347,"(79.0381284, 26.8405701)","(79.0340961, 26.8427112)"
8348,"(79.0340961, 26.8427112)","(79.0301449, 26.8442507)"
8349,"(79.0301449, 26.8442507)","(79.0263539, 26.8456818)"
8350,"(79.0263539, 26.8456818)","(79.0223224, 26.8472217)"
8351,"(79.0223224, 26.8472217)","(79.0181853, 26.8487909)"
8352,"(79.0181853, 26.8487909)","(79.0139634, 26.850387)"
8353,"(79.0139634, 26.850387)","(79.0110539, 26.849988)"
8354,"(79.0110539, 26.849988)","(79.0067565, 26.8511971)"
8355,"(79.0067565, 26.8511971)","(79.0027607, 26.8523212)"
8356,"(79.0027607, 26.8523212)","(78.998669, 26.8535564)"
8357,"(78.998669, 26.8535564)","(78.9945038, 26.854737)"
8358,"(78.9945038, 26.854737)","(78.9902367, 26.8558874)"
8359,"(78.9902367, 26.8558874)","(78.9881837, 26.8553955)"
8360,"(78.9881837, 26.8553955)","(78.9862665, 26.8545327)"
8361,"(78.9862665, 26.8545327)","(78.9837894, 26.853405)"
8362,"(78.9837894, 26.853405)","(78.979429, 26.8520805)"
8363,"(78.979429, 26.8520805)","(78.9753635, 26.8509329)"
8364,"(78.9753635, 26.8509329)","(78.9712455, 26.8497315)"
8365,"(78.9712455, 26.8497315)","(78.9678912, 26.8522192)"
8366,"(78.9678912, 26.8522192)","(78.9644787, 26.854729)"
8367,"(78.9644787, 26.854729)","(78.9610662, 26.857276)"
8368,"(78.9610662, 26.857276)","(78.9575704, 26.8598526)"
8369,"(78.9575704, 26.8598526)","(78.9542744, 26.8622732)"
8370,"(78.9542744, 26.8622732)","(78.9509202, 26.864768)"
8371,"(78.9509202, 26.864768)","(78.9476075, 26.8672182)"
8372,"(78.9476075, 26.8672182)","(78.9441201, 26.8697723)"
8373,"(78.9441201, 26.8697723)","(78.9405078, 26.8717398)"
8374,"(78.9405078, 26.8717398)","(78.9367624, 26.8737964)"
8375,"(78.9367624, 26.8737964)","(78.9331001, 26.8757935)"
8376,"(78.9331001, 26.8757935)","(78.9294129, 26.8778055)"
8377,"(78.9294129, 26.8778055)","(78.9267662, 26.8809458)"
8378,"(78.9267662, 26.8809458)","(78.9240278, 26.884242)"
8379,"(78.9240278, 26.884242)","(78.9216058, 26.8871149)"
8380,"(78.9216058, 26.8871149)","(78.9177105, 26.8886218)"
8381,"(78.9177105, 26.8886218)","(78.9136488, 26.8901882)"
8382,"(78.9136488, 26.8901882)","(78.9094788, 26.8917842)"
8383,"(78.9094788, 26.8917842)","(78.9058333, 26.893677)"
8384,"(78.9058333, 26.893677)","(78.9019297, 26.8956367)"
8385,"(78.9019297, 26.8956367)","(78.8982591, 26.8975444)"
8386,"(78.8982591, 26.8975444)","(78.8943805, 26.8995114)"
8387,"(78.8943805, 26.8995114)","(78.8924412, 26.9030445)"
8388,"(78.8924412, 26.9030445)","(78.8904103, 26.9066518)"
8389,"(78.8904103, 26.9066518)","(78.8883794, 26.9102812)"
8390,"(78.8883794, 26.9102812)","(78.8864401, 26.913814)"
8391,"(78.8864401, 26.913814)","(78.8843843, 26.917406)"
8392,"(78.8843843, 26.917406)","(78.880797, 26.9198328)"
8393,"(78.880797, 26.9198328)","(78.8771348, 26.9222447)"
8394,"(78.8771348, 26.9222447)","(78.874463, 26.9252206)"
8395,"(78.874463, 26.9252206)","(78.8718662, 26.928137)"
8396,"(78.8718662, 26.928137)","(78.8691528, 26.9311053)"
8397,"(78.8691528, 26.9311053)","(78.8664478, 26.9341848)"
8398,"(78.8664478, 26.9341848)","(78.8638259, 26.9371826)"
8399,"(78.8638259, 26.9371826)","(78.864931, 26.9404133)"
8400,"(78.864931, 26.9404133)","(78.8567125, 26.9416416)"
8401,"(78.8567125, 26.9416416)","(78.8523808, 26.9429795)"
8402,"(78.8523808, 26.9429795)","(78.8481786, 26.9442282)"
8403,"(78.8481786, 26.9442282)","(78.8438869, 26.9455575)"
8404,"(78.8438869, 26.9455575)","(78.8394025, 26.9459782)"
8405,"(78.8394025, 26.9459782)","(78.8380299, 26.9448845)"
8406,"(78.8380299, 26.9448845)","(78.8338743, 26.9452412)"
8407,"(78.8338743, 26.9452412)","(78.8295815, 26.9458057)"
8408,"(78.8295815, 26.9458057)","(78.82529, 26.9463699)"
8409,"(78.82529, 26.9463699)","(78.8209453, 26.94695)"
8410,"(78.8209453, 26.94695)","(78.8163873, 26.9475091)"
8411,"(78.8163873, 26.9475091)","(78.8121079, 26.9486833)"
8412,"(78.8121079, 26.9486833)","(78.8078022, 26.9497809)"
8413,"(78.8078022, 26.9497809)","(78.8037031, 26.9508541)"
8414,"(78.8037031, 26.9508541)","(78.7995065, 26.9519448)"
8415,"(78.7995065, 26.9519448)","(78.7952047, 26.9530666)"
8416,"(78.7952047, 26.9530666)","(78.7912698, 26.9541104)"
8417,"(78.7912698, 26.9541104)","(78.7873207, 26.9559622)"
8418,"(78.7873207, 26.9559622)","(78.7834245, 26.9577773)"
8419,"(78.7834245, 26.9577773)","(78.7789281, 26.9579557)"
8420,"(78.7789281, 26.9579557)","(78.7745258, 26.9581078)"
8421,"(78.7745258, 26.9581078)","(78.7706372, 26.958309)"
8422,"(78.7706372, 26.958309)","(78.7689421, 26.956143)"
8423,"(78.7689421, 26.956143)","(78.764098, 26.9558561)"
8424,"(78.764098, 26.9558561)","(78.7594454, 26.955589)"
8425,"(78.7594454, 26.955589)","(78.7554567, 26.9562331)"
8426,"(78.7554567, 26.9562331)","(78.7515017, 26.9568102)"
8427,"(78.7515017, 26.9568102)","(78.7471614, 26.9575109)"
8428,"(78.7471614, 26.9575109)","(78.7427627, 26.958221)"
8429,"(78.7427627, 26.958221)","(78.7402626, 26.9563806)"
8430,"(78.7402626, 26.9563806)","(78.7374589, 26.9545319)"
8431,"(78.7374589, 26.9545319)","(78.7331642, 26.9555658)"
8432,"(78.7331642, 26.9555658)","(78.7294105, 26.9564694)"
8433,"(78.7294105, 26.9564694)","(78.7255276, 26.9573757)"
8434,"(78.7255276, 26.9573757)","(78.7214332, 26.958398)"
8435,"(78.7214332, 26.958398)","(78.7173014, 26.9594387)"
8436,"(78.7173014, 26.9594387)","(78.7133871, 26.960394)"
8437,"(78.7133871, 26.960394)","(78.7101161, 26.9624044)"
8438,"(78.7101161, 26.9624044)","(78.7065454, 26.9645038)"
8439,"(78.7065454, 26.9645038)","(78.7034539, 26.9663778)"
8440,"(78.7034539, 26.9663778)","(78.7031099, 26.9685983)"
8441,"(78.7031099, 26.9685983)","(78.7023757, 26.9724766)"
8442,"(78.7023757, 26.9724766)","(78.698771, 26.9745507)"
8443,"(78.698771, 26.9745507)","(78.6958374, 26.9762239)"
8444,"(78.6958374, 26.9762239)","(78.6928049, 26.9779784)"
8445,"(78.6928049, 26.9779784)","(78.6896682, 26.9798015)"
8446,"(78.6896682, 26.9798015)","(78.6865865, 26.9815533)"
8447,"(78.6865865, 26.9815533)","(78.6835476, 26.9833199)"
8448,"(78.6835476, 26.9833199)","(78.6799277, 26.9851399)"
8449,"(78.6799277, 26.9851399)","(78.6755164, 26.9852585)"
8450,"(78.6755164, 26.9852585)","(78.6713465, 26.9854069)"
8451,"(78.6713465, 26.9854069)","(78.6672099, 26.985533)"
8452,"(78.6672099, 26.985533)","(78.6629484, 26.9856739)"
8453,"(78.6629484, 26.9856739)","(78.6588533, 26.9857926)"
8454,"(78.6588533, 26.9857926)","(78.6547084, 26.9859483)"
8455,"(78.6547084, 26.9859483)","(78.6504885, 26.9861115)"
8456,"(78.6504885, 26.9861115)","(78.6463935, 26.9878396)"
8457,"(78.6463935, 26.9878396)","(78.6423068, 26.9896048)"
8458,"(78.6423068, 26.9896048)","(78.6386884, 26.9911033)"
8459,"(78.6386884, 26.9911033)","(78.634424, 26.9913913)"
8460,"(78.634424, 26.9913913)","(78.6299043, 26.9916965)"
8461,"(78.6299043, 26.9916965)","(78.6255359, 26.9920009)"
8462,"(78.6255359, 26.9920009)","(78.6211617, 26.9922885)"
8463,"(78.6211617, 26.9922885)","(78.6167524, 26.9925831)"
8464,"(78.6167524, 26.9925831)","(78.6124583, 26.9928814)"
8465,"(78.6124583, 26.9928814)","(78.608102, 26.9931883)"
8466,"(78.608102, 26.9931883)","(78.6037401, 26.9934956)"
8467,"(78.6037401, 26.9934956)","(78.5997415, 26.9952216)"
8468,"(78.5997415, 26.9952216)","(78.5956694, 26.9969676)"
8469,"(78.5956694, 26.9969676)","(78.5915776, 26.998722)"
8470,"(78.5915776, 26.998722)","(78.5875019, 27.0004849)"
8471,"(78.5875019, 27.0004849)","(78.5835922, 27.0021944)"
8472,"(78.5835922, 27.0021944)","(78.5796251, 27.0038456)"
8473,"(78.5796251, 27.0038456)","(78.5752244, 27.0044881)"
8474,"(78.5752244, 27.0044881)","(78.5709119, 27.005113)"
8475,"(78.5709119, 27.005113)","(78.5665089, 27.0057178)"
8476,"(78.5665089, 27.0057178)","(78.5620199, 27.0063468)"
8477,"(78.5620199, 27.0063468)","(78.5575446, 27.0069838)"
8478,"(78.5575446, 27.0069838)","(78.5530918, 27.0076369)"
8479,"(78.5530918, 27.0076369)","(78.5483197, 27.0089292)"
8480,"(78.5483197, 27.0089292)","(78.5445945, 27.0110797)"
8481,"(78.5445945, 27.0110797)","(78.5417003, 27.0131076)"
8482,"(78.5417003, 27.0131076)","(78.536963, 27.0164269)"
8483,"(78.536963, 27.0164269)","(78.5337764, 27.0186596)"
8484,"(78.5337764, 27.0186596)","(78.5300928, 27.0212405)"
8485,"(78.5300928, 27.0212405)","(78.5265879, 27.0196208)"
8486,"(78.5265879, 27.0196208)","(78.5225992, 27.0180507)"
8487,"(78.5225992, 27.0180507)","(78.5190945, 27.0163135)"
8488,"(78.5190945, 27.0163135)","(78.5181648, 27.0141532)"
8489,"(78.5181648, 27.0141532)","(78.5152521, 27.0104114)"
8490,"(78.5152521, 27.0104114)","(78.5109313, 27.0089935)"
8491,"(78.5109313, 27.0089935)","(78.5071661, 27.0093616)"
8492,"(78.5071661, 27.0093616)","(78.5035685, 27.0098333)"
8493,"(78.5035685, 27.0098333)","(78.4990072, 27.0104139)"
8494,"(78.4990072, 27.0104139)","(78.4946505, 27.0107592)"
8495,"(78.4946505, 27.0107592)","(78.4903274, 27.0111018)"
8496,"(78.4903274, 27.0111018)","(78.4861303, 27.011352)"
8497,"(78.4861303, 27.011352)","(78.4818065, 27.0110163)"
8498,"(78.4818065, 27.0110163)","(78.4774767, 27.0107427)"
8499,"(78.4774767, 27.0107427)","(78.4731895, 27.0104718)"
8500,"(78.4731895, 27.0104718)","(78.4700461, 27.0102532)"
8501,"(78.4700461, 27.0102532)","(78.4649013, 27.0098953)"
8502,"(78.4649013, 27.0098953)","(78.4609727, 27.009176)"
8503,"(78.4609727, 27.009176)","(78.4541068, 27.0084478)"
8504,"(78.4541068, 27.0084478)","(78.4481422, 27.0080078)"
8505,"(78.4481422, 27.0080078)","(78.4435139, 27.0076761)"
8506,"(78.4435139, 27.0076761)","(78.43859, 27.0072122)"
8507,"(78.43859, 27.0072122)","(78.4342533, 27.0081142)"
8508,"(78.4342533, 27.0081142)","(78.4299351, 27.008971)"
8509,"(78.4299351, 27.008971)","(78.4260839, 27.0097784)"
8510,"(78.4260839, 27.0097784)","(78.422275, 27.010619)"
8511,"(78.422275, 27.010619)","(78.4185707, 27.0113494)"
8512,"(78.4185707, 27.0113494)","(78.414569, 27.0121384)"
8513,"(78.414569, 27.0121384)","(78.4102868, 27.0129828)"
8514,"(78.4102868, 27.0129828)","(78.4063878, 27.0135612)"
8515,"(78.4063878, 27.0135612)","(78.4025468, 27.0141311)"
8516,"(78.4025468, 27.0141311)","(78.3980396, 27.0148038)"
8517,"(78.3980396, 27.0148038)","(78.3936625, 27.0159257)"
8518,"(78.3936625, 27.0159257)","(78.3893576, 27.017029)"
8519,"(78.3893576, 27.017029)","(78.3851511, 27.017365)"
8520,"(78.3851511, 27.017365)","(78.3806016, 27.0177126)"
8521,"(78.3806016, 27.0177126)","(78.3762877, 27.0179637)"
8522,"(78.3762877, 27.0179637)","(78.3717032, 27.0182892)"
8523,"(78.3717032, 27.0182892)","(78.3672417, 27.0186058)"
8524,"(78.3672417, 27.0186058)","(78.3629964, 27.0196073)"
8525,"(78.3629964, 27.0196073)","(78.3588238, 27.0206676)"
8526,"(78.3588238, 27.0206676)","(78.3544264, 27.0217221)"
8527,"(78.3544264, 27.0217221)","(78.3520393, 27.0213628)"
8528,"(78.3520393, 27.0213628)","(78.348528, 27.0192126)"
8529,"(78.348528, 27.0192126)","(78.3451621, 27.0170742)"
8530,"(78.3451621, 27.0170742)","(78.3415054, 27.0156191)"
8531,"(78.3415054, 27.0156191)","(78.338047, 27.0142465)"
8532,"(78.338047, 27.0142465)","(78.3345819, 27.0128974)"
8533,"(78.3345819, 27.0128974)","(78.3307995, 27.011348)"
8534,"(78.3307995, 27.011348)","(78.3275197, 27.0092978)"
8535,"(78.3275197, 27.0092978)","(78.3241671, 27.0071887)"
8536,"(78.3241671, 27.0071887)","(78.3213832, 27.0052857)"
8537,"(78.3213832, 27.0052857)","(78.3165097, 27.0051973)"
8538,"(78.3165097, 27.0051973)","(78.3122908, 27.0052798)"
8539,"(78.3122908, 27.0052798)","(78.3077681, 27.0053437)"
8540,"(78.3077681, 27.0053437)","(78.3032649, 27.0054086)"
8541,"(78.3032649, 27.0054086)","(78.2988212, 27.0054969)"
8542,"(78.2988212, 27.0054969)","(78.2943114, 27.0055558)"
8543,"(78.2943114, 27.0055558)","(78.2898154, 27.0056564)"
8544,"(78.2898154, 27.0056564)","(78.2854775, 27.00568)"
8545,"(78.2854775, 27.00568)","(78.2810404, 27.0057743)"
8546,"(78.2810404, 27.0057743)","(78.2767744, 27.0048488)"
8547,"(78.2767744, 27.0048488)","(78.2723838, 27.0038989)"
8548,"(78.2723838, 27.0038989)","(78.2679745, 27.0029366)"
8549,"(78.2679745, 27.0029366)","(78.2636446, 27.0019909)"
8550,"(78.2636446, 27.0019909)","(78.2594925, 27.0010743)"
8551,"(78.2594925, 27.0010743)","(78.2553217, 27.0024367)"
8552,"(78.2553217, 27.0024367)","(78.2512771, 27.0037531)"
8553,"(78.2512771, 27.0037531)","(78.247167, 27.0050488)"
8554,"(78.247167, 27.0050488)","(78.2429494, 27.0063652)"
8555,"(78.2429494, 27.0063652)","(78.2387365, 27.0077566)"
8556,"(78.2387365, 27.0077566)","(78.2347153, 27.0090231)"
8557,"(78.2347153, 27.0090231)","(78.2306193, 27.0103478)"
8558,"(78.2306193, 27.0103478)","(78.2264438, 27.0116725)"
8559,"(78.2264438, 27.0116725)","(78.2221841, 27.0130347)"
8560,"(78.2221841, 27.0130347)","(78.2182985, 27.0142344)"
8561,"(78.2182985, 27.0142344)","(78.2143007, 27.01553)"
8562,"(78.2143007, 27.01553)","(78.2103028, 27.0167755)"
8563,"(78.2103028, 27.0167755)","(78.2061015, 27.0181019)"
8564,"(78.2061015, 27.0181019)","(78.202319, 27.0182315)"
8565,"(78.202319, 27.0182315)","(78.1983845, 27.0183611)"
8566,"(78.1983845, 27.0183611)","(78.1943178, 27.0185438)"
8567,"(78.1943178, 27.0185438)","(78.1900063, 27.0187382)"
8568,"(78.1900063, 27.0187382)","(78.1866943, 27.0188357)"
8569,"(78.1866943, 27.0188357)","(78.1834547, 27.0202286)"
8570,"(78.1834547, 27.0202286)","(78.1801396, 27.0216531)"
8571,"(78.1801396, 27.0216531)","(78.1770775, 27.0229239)"
8572,"(78.1770775, 27.0229239)","(78.176493, 27.0251614)"
8573,"(78.176493, 27.0251614)","(78.1726745, 27.0273809)"
8574,"(78.1726745, 27.0273809)","(78.1689008, 27.0295159)"
8575,"(78.1689008, 27.0295159)","(78.1650022, 27.0317215)"
8576,"(78.1650022, 27.0317215)","(78.1611899, 27.0338747)"
8577,"(78.1611899, 27.0338747)","(78.1578667, 27.0369641)"
8578,"(78.1578667, 27.0369641)","(78.1548771, 27.0398288)"
8579,"(78.1548771, 27.0398288)","(78.1518944, 27.042643)"
8580,"(78.1518944, 27.042643)","(78.148993, 27.0453752)"
8581,"(78.148993, 27.0453752)","(78.1451682, 27.0469519)"
8582,"(78.1451682, 27.0469519)","(78.1410221, 27.0487088)"
8583,"(78.1410221, 27.0487088)","(78.1380867, 27.0520203)"
8584,"(78.1380867, 27.0520203)","(78.1384033, 27.0537477)"
8585,"(78.1384033, 27.0537477)","(78.1366597, 27.0574866)"
8586,"(78.1366597, 27.0574866)","(78.1352703, 27.0604676)"
8587,"(78.1352703, 27.0604676)","(78.1338064, 27.0637444)"
8588,"(78.1338064, 27.0637444)","(78.1294339, 27.0646951)"
8589,"(78.1294339, 27.0646951)","(78.1254376, 27.0654976)"
8590,"(78.1254376, 27.0654976)","(78.1209208, 27.0653447)"
8591,"(78.1209208, 27.0653447)","(78.1165005, 27.0651823)"
8592,"(78.1165005, 27.0651823)","(78.112032, 27.0649769)"
8593,"(78.112032, 27.0649769)","(78.1075473, 27.0647763)"
8594,"(78.1075473, 27.0647763)","(78.1037978, 27.065531)"
8595,"(78.1037978, 27.065531)","(78.1000264, 27.0662237)"
8596,"(78.1000264, 27.0662237)","(78.0963732, 27.0669259)"
8597,"(78.0963732, 27.0669259)","(78.0937886, 27.0654886)"
8598,"(78.0937886, 27.0654886)","(78.0913673, 27.0653584)"
8599,"(78.0913673, 27.0653584)","(78.0896895, 27.0663601)"
8600,"(78.0896895, 27.0663601)","(78.0848977, 27.0696424)"
8601,"(78.0848977, 27.0696424)","(78.0821777, 27.0728793)"
8602,"(78.0821777, 27.0728793)","(78.0808113, 27.076184)"
8603,"(78.0808113, 27.076184)","(78.0804173, 27.078057)"
8604,"(78.0804173, 27.078057)","(78.0796039, 27.0802694)"
8605,"(78.0796039, 27.0802694)","(78.0784472, 27.0827987)"
8606,"(78.0784472, 27.0827987)","(78.0759878, 27.0835287)"
8607,"(80.9709736, 26.7385702)","(80.9711263, 26.7412892)"
8608,"(80.9711263, 26.7412892)","(80.971226, 26.7434342)"
8609,"(80.971226, 26.7434342)","(80.9716114, 26.7441784)"
8610,"(80.9716114, 26.7441784)","(80.9741195, 26.7446334)"
8611,"(80.9741195, 26.7446334)","(80.9744927, 26.7449709)"
8612,"(80.9744927, 26.7449709)","(80.9743061, 26.7480145)"
8613,"(80.9743061, 26.7480145)","(80.9741124, 26.7511499)"
8614,"(80.9741124, 26.7511499)","(80.9739952, 26.7531832)"
8615,"(80.9739952, 26.7531832)","(80.9748032, 26.7540078)"
8616,"(80.9748032, 26.7540078)","(80.9746505, 26.7544967)"
8617,"(80.9746505, 26.7544967)","(80.9745637, 26.7554422)"
8618,"(80.9745637, 26.7554422)","(80.9745141, 26.7559995)"
8619,"(80.9745141, 26.7559995)","(80.9744303, 26.7563204)"
8620,"(80.9744303, 26.7563204)","(80.9742464, 26.7568028)"
8621,"(80.9742464, 26.7568028)","(80.9740448, 26.7584386)"
8622,"(80.9740448, 26.7584386)","(80.9741546, 26.7595305)"
8623,"(80.9741546, 26.7595305)","(80.9741787, 26.7602724)"
8624,"(80.9099025, 26.9522172)","(80.9100459, 26.9521474)"
8625,"(80.9100459, 26.9521474)","(80.9101464, 26.9499047)"
8626,"(80.9101464, 26.9499047)","(80.9099719, 26.9470963)"
8627,"(80.9099719, 26.9470963)","(80.909826, 26.9446609)"
8628,"(80.909826, 26.9446609)","(80.9094634, 26.9424338)"
8629,"(80.9094634, 26.9424338)","(80.9102716, 26.9400402)"
8630,"(80.8512145, 26.7428237)","(80.853663, 26.7431858)"
8631,"(80.853663, 26.7431858)","(80.8543504, 26.7447227)"
8632,"(80.8543504, 26.7447227)","(80.8546264, 26.7453455)"
8633,"(82.1291854, 25.300763)","(82.1270513, 25.3026862)"
8634,"(82.1270513, 25.3026862)","(82.1257585, 25.3038488)"
8635,"(82.1257585, 25.3038488)","(82.1233986, 25.3065728)"
8636,"(82.1233986, 25.3065728)","(82.1210182, 25.309272)"
8637,"(82.1210182, 25.309272)","(82.1199922, 25.3121999)"
8638,"(82.1199922, 25.3121999)","(82.1189354, 25.3153133)"
8639,"(82.1189354, 25.3153133)","(82.117858, 25.3183833)"
8640,"(82.117858, 25.3183833)","(82.1168183, 25.3214068)"
8641,"(82.1168183, 25.3214068)","(82.1157478, 25.324421)"
8642,"(82.1157478, 25.324421)","(82.1147184, 25.3274135)"
8643,"(82.1147184, 25.3274135)","(82.1146773, 25.3308974)"
8644,"(82.1146773, 25.3308974)","(82.1146226, 25.3343256)"
8645,"(82.1146226, 25.3343256)","(82.1145986, 25.3374044)"
8646,"(82.1145986, 25.3374044)","(82.1145508, 25.3409035)"
8647,"(82.1145508, 25.3409035)","(82.1145029, 25.3442386)"
8648,"(82.1145029, 25.3442386)","(82.1144926, 25.3473635)"
8649,"(82.1144926, 25.3473635)","(82.1133435, 25.3505285)"
8650,"(82.1133435, 25.3505285)","(82.1122251, 25.3537274)"
8651,"(82.1122251, 25.3537274)","(82.1096429, 25.3554273)"
8652,"(82.1096429, 25.3554273)","(82.1066127, 25.3574424)"
8653,"(82.1066127, 25.3574424)","(82.1035141, 25.3594575)"
8654,"(82.1035141, 25.3594575)","(82.1025667, 25.3627488)"
8655,"(82.1025667, 25.3627488)","(82.1015954, 25.366068)"
8656,"(82.1015954, 25.366068)","(82.100648, 25.3693468)"
8657,"(82.100648, 25.3693468)","(82.0997554, 25.3724958)"
8658,"(82.0997554, 25.3724958)","(82.0988319, 25.3755859)"
8659,"(82.0988319, 25.3755859)","(82.0988627, 25.3781322)"
8660,"(82.0988627, 25.3781322)","(82.0988456, 25.380357)"
8661,"(82.0988456, 25.380357)","(82.0988217, 25.3841268)"
8662,"(82.0988217, 25.3841268)","(82.0988353, 25.3870807)"
8663,"(82.0988353, 25.3870807)","(82.0967764, 25.3901643)"
8664,"(82.0967764, 25.3901643)","(82.0951827, 25.3925311)"
8665,"(82.0951827, 25.3925311)","(82.0933871, 25.395148)"
8666,"(82.0933871, 25.395148)","(82.0914124, 25.3980182)"
8667,"(82.0914124, 25.3980182)","(82.0918057, 25.4007215)"
8668,"(82.0918057, 25.4007215)","(82.0921785, 25.403363)"
8669,"(82.0921785, 25.403363)","(82.0925274, 25.4059642)"
8670,"(82.0925274, 25.4059642)","(82.0928899, 25.408309)"
8671,"(82.0928899, 25.408309)","(82.091621, 25.4113149)"
8672,"(82.091621, 25.4113149)","(82.090359, 25.4143516)"
8673,"(82.090359, 25.4143516)","(82.0889534, 25.4176476)"
8674,"(82.0889534, 25.4176476)","(82.0875374, 25.4210301)"
8675,"(82.0875374, 25.4210301)","(82.0862549, 25.4241252)"
8676,"(82.0862549, 25.4241252)","(82.0840865, 25.4268403)"
8677,"(82.0840865, 25.4268403)","(82.0819797, 25.4294442)"
8678,"(82.0819797, 25.4294442)","(82.079849, 25.4321035)"
8679,"(82.079849, 25.4321035)","(82.076039, 25.4323198)"
8680,"(82.076039, 25.4323198)","(82.0722735, 25.4325452)"
8681,"(82.0722735, 25.4325452)","(82.0685421, 25.4327336)"
8682,"(82.0685421, 25.4327336)","(82.0645508, 25.4329776)"
8683,"(82.0645508, 25.4329776)","(82.0607921, 25.4331784)"
8684,"(82.0607921, 25.4331784)","(82.0573549, 25.4333915)"
8685,"(82.0573549, 25.4333915)","(82.0538801, 25.4335923)"
8686,"(82.0538801, 25.4335923)","(82.0500872, 25.43379)"
8687,"(82.0500872, 25.43379)","(82.0463216, 25.4340216)"
8688,"(82.0463216, 25.4340216)","(82.0425869, 25.4342193)"
8689,"(82.0425869, 25.4342193)","(82.0388247, 25.4344386)"
8690,"(82.0388247, 25.4344386)","(82.0350866, 25.4346548)"
8691,"(82.0350866, 25.4346548)","(82.0312526, 25.4348586)"
8692,"(82.0312526, 25.4348586)","(82.0288722, 25.4363134)"
8693,"(82.0288722, 25.4363134)","(82.026396, 25.4377928)"
8694,"(82.026396, 25.4377928)","(82.0239619, 25.4393169)"
8695,"(82.0239619, 25.4393169)","(82.0211561, 25.4410587)"
8696,"(82.0211561, 25.4410587)","(82.0195253, 25.4441155)"
8697,"(82.0195253, 25.4441155)","(82.0176031, 25.4474607)"
8698,"(82.0176031, 25.4474607)","(82.0158607, 25.4507003)"
8699,"(82.0158607, 25.4507003)","(82.0141097, 25.4538856)"
8700,"(82.0141097, 25.4538856)","(82.0123502, 25.4570398)"
8701,"(82.0123502, 25.4570398)","(82.0106679, 25.4602404)"
8702,"(82.0106679, 25.4602404)","(82.0088912, 25.4634331)"
8703,"(82.0088912, 25.4634331)","(82.0071832, 25.466649)"
8704,"(82.0071832, 25.466649)","(82.0056812, 25.4700508)"
8705,"(82.0056812, 25.4700508)","(82.0041448, 25.47353)"
8706,"(82.0041448, 25.47353)","(82.0026857, 25.4768619)"
8707,"(82.0026857, 25.4768619)","(82.001218, 25.4802014)"
8708,"(82.001218, 25.4802014)","(81.9995614, 25.4830063)"
8709,"(81.9995614, 25.4830063)","(81.9979049, 25.485811)"
8710,"(81.9979049, 25.485811)","(81.9960081, 25.4890573)"
8711,"(81.9960081, 25.4890573)","(81.9940854, 25.4923036)"
8712,"(81.9940854, 25.4923036)","(81.9921714, 25.4954955)"
8713,"(81.9921714, 25.4954955)","(81.9902874, 25.498288)"
8714,"(81.9902874, 25.498288)","(81.9883176, 25.5011121)"
8715,"(81.9883176, 25.5011121)","(81.986704, 25.5033819)"
8716,"(81.986704, 25.5033819)","(81.984693, 25.5063001)"
8717,"(81.984693, 25.5063001)","(81.9828563, 25.5089727)"
8718,"(81.9828563, 25.5089727)","(81.9809508, 25.5116761)"
8719,"(81.9809508, 25.5116761)","(81.9790797, 25.5143795)"
8720,"(81.9790797, 25.5143795)","(81.9771829, 25.5171371)"
8721,"(81.9771829, 25.5171371)","(81.9752173, 25.519941)"
8722,"(81.9752173, 25.519941)","(81.9749255, 25.5235814)"
8723,"(81.9749255, 25.5235814)","(81.9747195, 25.5269429)"
8724,"(81.9747195, 25.5269429)","(81.9744449, 25.5304747)"
8725,"(81.9744449, 25.5304747)","(81.9742045, 25.5337507)"
8726,"(81.9742045, 25.5337507)","(81.9739385, 25.5373288)"
8727,"(81.9739385, 25.5373288)","(81.9737239, 25.5402097)"
8728,"(81.9737239, 25.5402097)","(81.9719729, 25.5431603)"
8729,"(81.9719729, 25.5431603)","(81.9702392, 25.5460566)"
8730,"(81.9702392, 25.5460566)","(81.9684453, 25.5491773)"
8731,"(81.9684453, 25.5491773)","(81.96666, 25.5521819)"
8732,"(81.96666, 25.5521819)","(81.9648747, 25.5552251)"
8733,"(81.9648747, 25.5552251)","(81.962789, 25.5588025)"
